,userId,recommendations
122,355,"[Row(movieId=2290, rating=9.781015396118164), Row(movieId=27611, rating=8.823465347290039), Row(movieId=3477, rating=7.789494037628174), Row(movieId=48322, rating=7.637228965759277), Row(movieId=135532, rating=7.2151265144348145)]"
123,291,"[Row(movieId=58301, rating=9.157456398010254), Row(movieId=38388, rating=9.110340118408203), Row(movieId=1194, rating=8.136543273925781), Row(movieId=1726, rating=8.005651473999023), Row(movieId=54999, rating=7.990845680236816)]"
124,325,"[Row(movieId=968, rating=5.659477710723877), Row(movieId=7247, rating=5.5953216552734375), Row(movieId=5747, rating=5.546610355377197), Row(movieId=2936, rating=5.422138690948486), Row(movieId=27773, rating=5.4111247062683105)]"
125,386,"[Row(movieId=1464, rating=6.515076637268066), Row(movieId=8796, rating=6.073472499847412), Row(movieId=4002, rating=5.995819568634033), Row(movieId=56145, rating=5.905863285064697), Row(movieId=8370, rating=5.774242401123047)]"
126,581,"[Row(movieId=45880, rating=6.396256446838379), Row(movieId=3503, rating=6.338703632354736), Row(movieId=1211, rating=5.92538595199585), Row(movieId=125, rating=5.663413047790527), Row(movieId=27815, rating=5.600378036499023)]"
127,473,"[Row(movieId=89904, rating=7.028969764709473), Row(movieId=34338, rating=6.934447765350342), Row(movieId=417, rating=6.589217662811279), Row(movieId=2301, rating=6.3550262451171875), Row(movieId=5303, rating=6.1982951164245605)]"
128,603,"[Row(movieId=6993, rating=5.901911735534668), Row(movieId=194, rating=5.274381637573242), Row(movieId=2972, rating=5.226236343383789), Row(movieId=2512, rating=5.226236343383789), Row(movieId=3792, rating=5.226236343383789)]"
129,435,"[Row(movieId=48322, rating=7.58447265625), Row(movieId=1658, rating=7.064688205718994), Row(movieId=119141, rating=7.032556533813477), Row(movieId=3477, rating=6.828155994415283), Row(movieId=5785, rating=6.806427001953125)]"
130,146,"[Row(movieId=6993, rating=6.6889495849609375), Row(movieId=945, rating=6.608739852905273), Row(movieId=3089, rating=6.4150238037109375), Row(movieId=3503, rating=6.268795013427734), Row(movieId=232, rating=6.218328952789307)]"
131,512,"[Row(movieId=31878, rating=7.942072868347168), Row(movieId=2290, rating=7.788295745849609), Row(movieId=215, rating=7.577757358551025), Row(movieId=4437, rating=7.376523017883301), Row(movieId=7387, rating=7.182043552398682)]"
132,259,"[Row(movieId=4133, rating=16.91993522644043), Row(movieId=158783, rating=14.326268196105957), Row(movieId=157296, rating=13.769464492797852), Row(movieId=1711, rating=13.548562049865723), Row(movieId=27611, rating=13.26313591003418)]"
133,1,"[Row(movieId=2239, rating=6.5974273681640625), Row(movieId=71899, rating=6.555392265319824), Row(movieId=1683, rating=6.430384159088135), Row(movieId=47999, rating=6.3788604736328125), Row(movieId=1300, rating=6.367223739624023)]"
134,206,"[Row(movieId=3266, rating=9.023476600646973), Row(movieId=7099, rating=8.576440811157227), Row(movieId=1916, rating=8.444150924682617), Row(movieId=3608, rating=7.999549388885498), Row(movieId=1251, rating=7.843898773193359)]"
135,52,"[Row(movieId=3200, rating=6.080661773681641), Row(movieId=86377, rating=6.071154594421387), Row(movieId=1255, rating=5.952117919921875), Row(movieId=86347, rating=5.692916393280029), Row(movieId=1178, rating=5.669125556945801)]"
136,363,"[Row(movieId=417, rating=9.652040481567383), Row(movieId=54004, rating=9.349827766418457), Row(movieId=72, rating=9.086390495300293), Row(movieId=5530, rating=8.997928619384766), Row(movieId=5501, rating=8.758949279785156)]"
137,297,"[Row(movieId=89904, rating=7.793337821960449), Row(movieId=3676, rating=6.797672748565674), Row(movieId=2366, rating=6.371144771575928), Row(movieId=947, rating=6.309322357177734), Row(movieId=7149, rating=6.268020153045654)]"
138,212,"[Row(movieId=177593, rating=4.791093826293945), Row(movieId=2261, rating=4.770513534545898), Row(movieId=3341, rating=4.717619895935059), Row(movieId=9010, rating=4.705267429351807), Row(movieId=898, rating=4.696708679199219)]"
139,274,"[Row(movieId=3925, rating=5.602399826049805), Row(movieId=58301, rating=5.15047025680542), Row(movieId=6818, rating=5.016025066375732), Row(movieId=3088, rating=4.979249477386475), Row(movieId=3341, rating=4.9446282386779785)]"
140,182,"[Row(movieId=125, rating=6.10838508605957), Row(movieId=1237, rating=5.8190999031066895), Row(movieId=7767, rating=5.783468246459961), Row(movieId=4144, rating=5.712494850158691), Row(movieId=4334, rating=5.681260585784912)]"
141,442,"[Row(movieId=1256, rating=4.980790615081787), Row(movieId=2136, rating=4.472785949707031), Row(movieId=3273, rating=4.364871978759766), Row(movieId=905, rating=4.360143184661865), Row(movieId=3030, rating=4.315245628356934)]"
142,280,"[Row(movieId=3503, rating=6.109217166900635), Row(movieId=47997, rating=5.875420570373535), Row(movieId=26133, rating=5.84429931640625), Row(movieId=39444, rating=5.650050640106201), Row(movieId=6893, rating=5.64586067199707)]"
143,440,"[Row(movieId=73266, rating=6.5396575927734375), Row(movieId=3925, rating=6.414150238037109), Row(movieId=80693, rating=6.312096118927002), Row(movieId=1464, rating=5.937450408935547), Row(movieId=95441, rating=5.853522300720215)]"
144,13,"[Row(movieId=535, rating=8.230355262756348), Row(movieId=125, rating=7.94412899017334), Row(movieId=123, rating=7.336604118347168), Row(movieId=3741, rating=7.227107048034668), Row(movieId=3836, rating=7.18798828125)]"
145,218,"[Row(movieId=7247, rating=7.8266167640686035), Row(movieId=968, rating=7.0974860191345215), Row(movieId=1232, rating=7.0750732421875), Row(movieId=5291, rating=6.761371612548828), Row(movieId=2672, rating=6.731225967407227)]"
146,348,"[Row(movieId=55363, rating=7.0652971267700195), Row(movieId=3441, rating=6.910634994506836), Row(movieId=3741, rating=6.627845287322998), Row(movieId=26133, rating=6.543196201324463), Row(movieId=931, rating=6.368584632873535)]"
147,474,"[Row(movieId=3503, rating=5.356332778930664), Row(movieId=1178, rating=5.221716403961182), Row(movieId=7121, rating=5.0951409339904785), Row(movieId=674, rating=5.088637351989746), Row(movieId=4495, rating=5.069173812866211)]"
148,6,"[Row(movieId=851, rating=7.001199722290039), Row(movieId=101, rating=6.904200553894043), Row(movieId=3266, rating=6.747201442718506), Row(movieId=4144, rating=6.624505519866943), Row(movieId=2843, rating=6.392995834350586)]"
149,16,"[Row(movieId=3925, rating=5.232577800750732), Row(movieId=73266, rating=4.970094680786133), Row(movieId=3341, rating=4.903134346008301), Row(movieId=58301, rating=4.811746597290039), Row(movieId=728, rating=4.764607906341553)]"
150,86,"[Row(movieId=103984, rating=6.032598495483398), Row(movieId=48322, rating=6.0286865234375), Row(movieId=1379, rating=6.027536392211914), Row(movieId=58301, rating=5.860666751861572), Row(movieId=3200, rating=5.70096492767334)]"
151,572,"[Row(movieId=3503, rating=7.606904983520508), Row(movieId=47997, rating=7.210877418518066), Row(movieId=45880, rating=6.743485450744629), Row(movieId=86347, rating=6.536167621612549), Row(movieId=3844, rating=6.52945613861084)]"
152,205,"[Row(movieId=6686, rating=8.972320556640625), Row(movieId=157296, rating=8.375425338745117), Row(movieId=2709, rating=8.22614574432373), Row(movieId=7842, rating=8.21525764465332), Row(movieId=3483, rating=7.937191009521484)]"
153,168,"[Row(movieId=89904, rating=6.589560031890869), Row(movieId=3983, rating=6.123802661895752), Row(movieId=417, rating=6.092197895050049), Row(movieId=3040, rating=5.9915771484375), Row(movieId=3812, rating=5.9586405754089355)]"
154,142,"[Row(movieId=5577, rating=8.473526954650879), Row(movieId=3030, rating=7.950958728790283), Row(movieId=1256, rating=7.891782760620117), Row(movieId=446, rating=7.885564804077148), Row(movieId=1212, rating=7.871575355529785)]"
155,3,"[Row(movieId=48322, rating=9.644205093383789), Row(movieId=674, rating=7.432644844055176), Row(movieId=5785, rating=7.0597968101501465), Row(movieId=6932, rating=6.553436279296875), Row(movieId=2672, rating=6.418727874755859)]"
156,178,"[Row(movieId=3925, rating=7.983119964599609), Row(movieId=4450, rating=7.644432067871094), Row(movieId=3594, rating=7.20593786239624), Row(movieId=2843, rating=7.181448936462402), Row(movieId=1211, rating=7.164612293243408)]"
157,308,"[Row(movieId=2126, rating=8.10929012298584), Row(movieId=1251, rating=8.02227783203125), Row(movieId=2130, rating=7.667538166046143), Row(movieId=2772, rating=7.6653733253479), Row(movieId=194, rating=7.591826915740967)]"
158,328,"[Row(movieId=48322, rating=6.970673084259033), Row(movieId=5785, rating=6.618023872375488), Row(movieId=5666, rating=6.2280683517456055), Row(movieId=119141, rating=6.121697902679443), Row(movieId=86377, rating=6.016580581665039)]"
159,20,"[Row(movieId=3266, rating=7.588716506958008), Row(movieId=4649, rating=7.041100978851318), Row(movieId=1251, rating=6.626039028167725), Row(movieId=82, rating=6.58493709564209), Row(movieId=6283, rating=6.445263385772705)]"
160,40,"[Row(movieId=3030, rating=7.770473480224609), Row(movieId=5666, rating=7.429611682891846), Row(movieId=2186, rating=7.203970909118652), Row(movieId=1952, rating=7.075721740722656), Row(movieId=5747, rating=7.063589572906494)]"
161,470,"[Row(movieId=1683, rating=6.114820957183838), Row(movieId=117590, rating=5.546342849731445), Row(movieId=3266, rating=5.53987979888916), Row(movieId=47999, rating=5.445672035217285), Row(movieId=26133, rating=5.442174911499023)]"
162,164,"[Row(movieId=3477, rating=8.624529838562012), Row(movieId=7028, rating=7.920420169830322), Row(movieId=932, rating=7.71379280090332), Row(movieId=133419, rating=7.516096591949463), Row(movieId=71530, rating=7.46295166015625)]"
163,429,"[Row(movieId=3266, rating=8.606406211853027), Row(movieId=1683, rating=7.956128120422363), Row(movieId=2971, rating=7.685161113739014), Row(movieId=1916, rating=7.62282133102417), Row(movieId=914, rating=7.524949073791504)]"
164,500,"[Row(movieId=6952, rating=9.809745788574219), Row(movieId=89904, rating=9.365278244018555), Row(movieId=47997, rating=9.304819107055664), Row(movieId=1379, rating=8.707266807556152), Row(movieId=5992, rating=8.329483032226562)]"
165,169,"[Row(movieId=3200, rating=6.326767921447754), Row(movieId=47999, rating=5.947268486022949), Row(movieId=26133, rating=5.929369926452637), Row(movieId=5379, rating=5.867534160614014), Row(movieId=4649, rating=5.847342014312744)]"
166,283,"[Row(movieId=1014, rating=13.427427291870117), Row(movieId=7028, rating=11.453988075256348), Row(movieId=213, rating=10.467262268066406), Row(movieId=3273, rating=10.361536026000977), Row(movieId=55363, rating=10.07000732421875)]"
167,139,"[Row(movieId=3503, rating=5.162744522094727), Row(movieId=47997, rating=4.84282922744751), Row(movieId=125, rating=4.326267242431641), Row(movieId=2427, rating=4.2969207763671875), Row(movieId=3273, rating=4.127624034881592)]"
168,359,"[Row(movieId=4649, rating=6.435393333435059), Row(movieId=125, rating=5.7187700271606445), Row(movieId=848, rating=5.6904425621032715), Row(movieId=3266, rating=5.629699230194092), Row(movieId=1883, rating=5.567922115325928)]"
169,479,"[Row(movieId=3358, rating=6.429044723510742), Row(movieId=3088, rating=6.063684463500977), Row(movieId=6620, rating=6.025936126708984), Row(movieId=3706, rating=6.0249738693237305), Row(movieId=674, rating=5.895417213439941)]"
170,340,"[Row(movieId=7842, rating=8.786286354064941), Row(movieId=157296, rating=8.751583099365234), Row(movieId=1255, rating=8.671619415283203), Row(movieId=7481, rating=8.29399299621582), Row(movieId=3404, rating=8.224401473999023)]"
171,431,"[Row(movieId=1232, rating=10.380475044250488), Row(movieId=2290, rating=10.28228759765625), Row(movieId=2513, rating=9.331395149230957), Row(movieId=2672, rating=8.702686309814453), Row(movieId=6380, rating=8.61688232421875)]"
172,295,"[Row(movieId=89904, rating=10.246825218200684), Row(movieId=2513, rating=9.737601280212402), Row(movieId=74545, rating=8.092716217041016), Row(movieId=34338, rating=7.941117286682129), Row(movieId=27773, rating=7.929258346557617)]"
173,250,"[Row(movieId=3503, rating=7.4881110191345215), Row(movieId=3200, rating=7.407308101654053), Row(movieId=1883, rating=7.025045871734619), Row(movieId=2745, rating=6.944383144378662), Row(movieId=1255, rating=6.905209541320801)]"
174,402,"[Row(movieId=58301, rating=9.159565925598145), Row(movieId=134170, rating=7.7522993087768555), Row(movieId=61024, rating=7.413187503814697), Row(movieId=97304, rating=7.286464691162109), Row(movieId=1194, rating=7.205344200134277)]"
175,432,"[Row(movieId=4450, rating=7.540674209594727), Row(movieId=1211, rating=6.882944583892822), Row(movieId=74946, rating=6.1617865562438965), Row(movieId=7318, rating=6.101880073547363), Row(movieId=106100, rating=6.011731147766113)]"
176,582,"[Row(movieId=158783, rating=7.893874645233154), Row(movieId=3030, rating=7.402781009674072), Row(movieId=2517, rating=6.988308906555176), Row(movieId=1256, rating=6.782668590545654), Row(movieId=1032, rating=6.548332214355469)]"
177,94,"[Row(movieId=213, rating=9.641278266906738), Row(movieId=7123, rating=8.952033042907715), Row(movieId=3030, rating=8.742812156677246), Row(movieId=1683, rating=8.375056266784668), Row(movieId=7748, rating=8.178648948669434)]"
178,377,"[Row(movieId=86377, rating=6.718781471252441), Row(movieId=1178, rating=6.634793281555176), Row(movieId=133419, rating=6.251482009887695), Row(movieId=2583, rating=6.027974605560303), Row(movieId=2290, rating=6.026291847229004)]"
179,570,"[Row(movieId=157296, rating=5.433877944946289), Row(movieId=3503, rating=5.408909320831299), Row(movieId=179819, rating=5.266704559326172), Row(movieId=26133, rating=5.162932872772217), Row(movieId=215, rating=5.080999374389648)]"
180,57,"[Row(movieId=3503, rating=6.117498874664307), Row(movieId=47997, rating=5.69121789932251), Row(movieId=926, rating=5.647689342498779), Row(movieId=905, rating=5.6037163734436035), Row(movieId=1250, rating=5.601471900939941)]"
181,292,"[Row(movieId=7842, rating=6.175685405731201), Row(movieId=3200, rating=6.101909637451172), Row(movieId=1255, rating=6.101812839508057), Row(movieId=47200, rating=5.919014930725098), Row(movieId=47644, rating=5.547698497772217)]"
182,306,"[Row(movieId=3503, rating=5.871619701385498), Row(movieId=348, rating=5.854798793792725), Row(movieId=102903, rating=5.777441501617432), Row(movieId=945, rating=5.740357875823975), Row(movieId=232, rating=5.739749908447266)]"
183,339,"[Row(movieId=2290, rating=6.645445823669434), Row(movieId=2843, rating=6.262141227722168), Row(movieId=3503, rating=6.15710973739624), Row(movieId=157296, rating=6.038471698760986), Row(movieId=215, rating=5.9928789138793945)]"
184,120,"[Row(movieId=48322, rating=11.892714500427246), Row(movieId=5785, rating=10.912883758544922), Row(movieId=1232, rating=10.180391311645508), Row(movieId=5666, rating=9.921615600585938), Row(movieId=119141, rating=9.160330772399902)]"
185,54,"[Row(movieId=179819, rating=5.2471022605896), Row(movieId=5048, rating=5.099639892578125), Row(movieId=2843, rating=4.972016334533691), Row(movieId=27803, rating=4.879366874694824), Row(movieId=4144, rating=4.871852874755859)]"
186,559,"[Row(movieId=102903, rating=5.969569683074951), Row(movieId=417, rating=5.769564628601074), Row(movieId=4649, rating=5.662611484527588), Row(movieId=1295, rating=5.632806301116943), Row(movieId=3925, rating=5.556184768676758)]"
187,491,"[Row(movieId=1218, rating=7.014925956726074), Row(movieId=38388, rating=6.823204040527344), Row(movieId=1188, rating=6.782171726226807), Row(movieId=1255, rating=6.6609578132629395), Row(movieId=60766, rating=6.634988784790039)]"
188,235,"[Row(movieId=1683, rating=6.4315009117126465), Row(movieId=7700, rating=6.354061603546143), Row(movieId=3503, rating=6.231672763824463), Row(movieId=1212, rating=6.180942535400391), Row(movieId=1251, rating=6.155875205993652)]"
189,545,"[Row(movieId=2290, rating=8.376893043518066), Row(movieId=27611, rating=7.183964252471924), Row(movieId=7247, rating=6.88902473449707), Row(movieId=1231, rating=6.821587085723877), Row(movieId=1292, rating=6.743885040283203)]"
190,96,"[Row(movieId=6686, rating=10.64289379119873), Row(movieId=5048, rating=10.30762004852295), Row(movieId=3638, rating=9.65446949005127), Row(movieId=179819, rating=9.576281547546387), Row(movieId=125, rating=9.491106033325195)]"
191,452,"[Row(movieId=111617, rating=6.854925632476807), Row(movieId=26133, rating=6.843084812164307), Row(movieId=3477, rating=6.835936546325684), Row(movieId=3200, rating=6.726593017578125), Row(movieId=728, rating=6.725139141082764)]"
192,544,"[Row(movieId=71057, rating=11.44062614440918), Row(movieId=5135, rating=10.341166496276855), Row(movieId=950, rating=10.313549041748047), Row(movieId=56941, rating=10.27546501159668), Row(movieId=39444, rating=10.259770393371582)]"
193,266,"[Row(movieId=2290, rating=8.534643173217773), Row(movieId=7123, rating=7.633050918579102), Row(movieId=31878, rating=7.515050411224365), Row(movieId=27773, rating=7.465613842010498), Row(movieId=6952, rating=7.275087356567383)]"
194,507,"[Row(movieId=4002, rating=11.949786186218262), Row(movieId=34338, rating=11.922934532165527), Row(movieId=3040, rating=11.557682037353516), Row(movieId=5666, rating=11.31740951538086), Row(movieId=112183, rating=11.124037742614746)]"
195,48,"[Row(movieId=2709, rating=8.22995376586914), Row(movieId=158783, rating=8.191394805908203), Row(movieId=3638, rating=8.008536338806152), Row(movieId=6686, rating=7.973007678985596), Row(movieId=2796, rating=7.778541088104248)]"
196,191,"[Row(movieId=89904, rating=7.727625370025635), Row(movieId=1965, rating=7.1803998947143555), Row(movieId=3099, rating=6.769497394561768), Row(movieId=3983, rating=6.6640238761901855), Row(movieId=1292, rating=6.560484886169434)]"
197,163,"[Row(movieId=535, rating=8.601751327514648), Row(movieId=85, rating=7.174410343170166), Row(movieId=125, rating=6.935575008392334), Row(movieId=123, rating=6.742132663726807), Row(movieId=1218, rating=6.518904685974121)]"
198,5,"[Row(movieId=101, rating=8.040611267089844), Row(movieId=1211, rating=7.967211723327637), Row(movieId=851, rating=7.958048343658447), Row(movieId=73266, rating=7.809292793273926), Row(movieId=2971, rating=7.743115425109863)]"
199,268,"[Row(movieId=158783, rating=7.791100025177002), Row(movieId=89904, rating=6.849191665649414), Row(movieId=1227, rating=6.527198314666748), Row(movieId=3030, rating=6.439080715179443), Row(movieId=2290, rating=6.394770622253418)]"
200,258,"[Row(movieId=86911, rating=11.190628051757812), Row(movieId=1464, rating=10.687273025512695), Row(movieId=54256, rating=10.569143295288086), Row(movieId=2013, rating=10.492770195007324), Row(movieId=3646, rating=10.382658004760742)]"
201,279,"[Row(movieId=48322, rating=7.155602931976318), Row(movieId=2290, rating=6.393342971801758), Row(movieId=55276, rating=6.329402923583984), Row(movieId=5785, rating=6.290499687194824), Row(movieId=34338, rating=6.277097702026367)]"
202,430,"[Row(movieId=102903, rating=8.022530555725098), Row(movieId=3083, rating=7.649250030517578), Row(movieId=125, rating=7.626301288604736), Row(movieId=232, rating=7.354363918304443), Row(movieId=50601, rating=7.350109100341797)]"
203,397,"[Row(movieId=3503, rating=5.938356399536133), Row(movieId=535, rating=5.921968460083008), Row(movieId=47997, rating=5.631245136260986), Row(movieId=85, rating=5.4404096603393555), Row(movieId=2202, rating=5.429356575012207)]"
204,19,"[Row(movieId=48322, rating=5.374767303466797), Row(movieId=5785, rating=4.7907257080078125), Row(movieId=3358, rating=4.665470123291016), Row(movieId=2290, rating=4.618268013000488), Row(movieId=1411, rating=4.517818927764893)]"
205,560,"[Row(movieId=26133, rating=4.9062180519104), Row(movieId=89904, rating=4.761584281921387), Row(movieId=3088, rating=4.754638195037842), Row(movieId=720, rating=4.667412757873535), Row(movieId=3451, rating=4.66565465927124)]"
206,92,"[Row(movieId=6550, rating=8.756967544555664), Row(movieId=58301, rating=8.63804817199707), Row(movieId=1379, rating=8.609207153320312), Row(movieId=48322, rating=8.33264446258545), Row(movieId=6818, rating=8.249086380004883)]"
207,542,"[Row(movieId=1359, rating=10.856311798095703), Row(movieId=3266, rating=10.319720268249512), Row(movieId=2709, rating=10.16305923461914), Row(movieId=58301, rating=9.683409690856934), Row(movieId=6686, rating=9.353118896484375)]"
208,553,"[Row(movieId=89904, rating=7.225069522857666), Row(movieId=3503, rating=7.173678874969482), Row(movieId=125, rating=6.842099666595459), Row(movieId=1237, rating=6.422622203826904), Row(movieId=1251, rating=6.363377094268799)]"
209,419,"[Row(movieId=125, rating=6.599326133728027), Row(movieId=106100, rating=6.565291881561279), Row(movieId=348, rating=6.531731605529785), Row(movieId=89904, rating=6.394903659820557), Row(movieId=3503, rating=6.383106231689453)]"
210,415,"[Row(movieId=3503, rating=5.978110313415527), Row(movieId=125, rating=5.379775047302246), Row(movieId=945, rating=5.228243827819824), Row(movieId=1186, rating=5.188796520233154), Row(movieId=3037, rating=5.177590370178223)]"
211,257,"[Row(movieId=3030, rating=14.03701400756836), Row(movieId=2709, rating=13.594403266906738), Row(movieId=89759, rating=13.02763557434082), Row(movieId=134170, rating=12.986019134521484), Row(movieId=152711, rating=12.700886726379395)]"
212,299,"[Row(movieId=47997, rating=8.501129150390625), Row(movieId=7481, rating=7.1891045570373535), Row(movieId=87869, rating=7.178142547607422), Row(movieId=133419, rating=7.0836286544799805), Row(movieId=1334, rating=7.074482440948486)]"
213,64,"[Row(movieId=8370, rating=5.379555702209473), Row(movieId=1212, rating=5.208196640014648), Row(movieId=26133, rating=5.168085098266602), Row(movieId=3088, rating=5.142572402954102), Row(movieId=27523, rating=5.05256986618042)]"
214,117,"[Row(movieId=3266, rating=5.678657054901123), Row(movieId=3030, rating=5.560457229614258), Row(movieId=1683, rating=5.473387718200684), Row(movieId=4144, rating=5.1471967697143555), Row(movieId=1217, rating=5.100827217102051)]"
215,227,"[Row(movieId=4144, rating=5.525518894195557), Row(movieId=3266, rating=5.438918113708496), Row(movieId=728, rating=5.337298393249512), Row(movieId=4873, rating=5.307916641235352), Row(movieId=58301, rating=5.298488140106201)]"
216,579,"[Row(movieId=47997, rating=7.257630825042725), Row(movieId=7121, rating=7.24828577041626), Row(movieId=4158, rating=7.192506790161133), Row(movieId=3503, rating=7.143046855926514), Row(movieId=133419, rating=7.099619388580322)]"
217,504,"[Row(movieId=125, rating=6.585247039794922), Row(movieId=102903, rating=6.378899574279785), Row(movieId=4649, rating=6.24708890914917), Row(movieId=4144, rating=6.162162780761719), Row(movieId=7767, rating=6.103569984436035)]"
218,554,"[Row(movieId=179819, rating=10.253674507141113), Row(movieId=7018, rating=9.353926658630371), Row(movieId=7169, rating=9.315661430358887), Row(movieId=3503, rating=8.762885093688965), Row(movieId=125, rating=8.711286544799805)]"
219,598,"[Row(movieId=2772, rating=12.508590698242188), Row(movieId=39715, rating=11.73716926574707), Row(movieId=5621, rating=11.632890701293945), Row(movieId=136562, rating=11.338314056396484), Row(movieId=81847, rating=11.168103218078613)]"
220,41,"[Row(movieId=47997, rating=6.18266487121582), Row(movieId=89904, rating=5.7677531242370605), Row(movieId=3503, rating=5.742554664611816), Row(movieId=407, rating=5.629205703735352), Row(movieId=1719, rating=5.573079586029053)]"
221,154,"[Row(movieId=3030, rating=10.206999778747559), Row(movieId=38388, rating=9.365439414978027), Row(movieId=8965, rating=8.955864906311035), Row(movieId=4642, rating=8.838563919067383), Row(movieId=158783, rating=8.64533519744873)]"
222,425,"[Row(movieId=125, rating=5.468774795532227), Row(movieId=26133, rating=5.160892963409424), Row(movieId=27611, rating=5.151595592498779), Row(movieId=157296, rating=5.073850154876709), Row(movieId=215, rating=4.905581951141357)]"
223,309,"[Row(movieId=348, rating=6.061920642852783), Row(movieId=1939, rating=5.822155952453613), Row(movieId=1251, rating=5.782776355743408), Row(movieId=926, rating=5.715649127960205), Row(movieId=53, rating=5.692046642303467)]"
224,484,"[Row(movieId=7099, rating=6.378459453582764), Row(movieId=7063, rating=6.272119998931885), Row(movieId=4873, rating=6.1846723556518555), Row(movieId=3266, rating=6.018472671508789), Row(movieId=5650, rating=5.966774940490723)]"
225,455,"[Row(movieId=3030, rating=6.657513618469238), Row(movieId=1260, rating=6.480496883392334), Row(movieId=3266, rating=6.446391582489014), Row(movieId=7327, rating=6.4042558670043945), Row(movieId=1683, rating=6.397581577301025)]"
226,347,"[Row(movieId=148881, rating=6.213898658752441), Row(movieId=58301, rating=6.032629013061523), Row(movieId=25771, rating=6.0203938484191895), Row(movieId=4873, rating=5.986855983734131), Row(movieId=3266, rating=5.862401008605957)]"
227,447,"[Row(movieId=48322, rating=9.205337524414062), Row(movieId=58301, rating=8.598129272460938), Row(movieId=215, rating=8.00207805633545), Row(movieId=851, rating=7.9168171882629395), Row(movieId=5291, rating=7.890491008758545)]"
228,607,"[Row(movieId=86377, rating=7.277766227722168), Row(movieId=3441, rating=6.854007244110107), Row(movieId=7366, rating=6.787222385406494), Row(movieId=133419, rating=6.513953685760498), Row(movieId=3477, rating=6.394800186157227)]"
229,43,"[Row(movieId=3266, rating=8.399147987365723), Row(movieId=119141, rating=7.90017032623291), Row(movieId=1464, rating=7.821337699890137), Row(movieId=1683, rating=7.782805442810059), Row(movieId=1658, rating=7.7470598220825195)]"
230,15,"[Row(movieId=2290, rating=8.742376327514648), Row(movieId=4450, rating=8.02571964263916), Row(movieId=2524, rating=7.6591691970825195), Row(movieId=3155, rating=7.599928855895996), Row(movieId=27611, rating=7.167098522186279)]"
231,511,"[Row(movieId=3503, rating=6.708422660827637), Row(movieId=3200, rating=6.175646781921387), Row(movieId=125, rating=5.954653739929199), Row(movieId=27611, rating=5.935558319091797), Row(movieId=7842, rating=5.906078338623047)]"
232,262,"[Row(movieId=1251, rating=6.505749702453613), Row(movieId=3099, rating=6.01332950592041), Row(movieId=3266, rating=5.925834655761719), Row(movieId=1014, rating=5.870168209075928), Row(movieId=1212, rating=5.849063873291016)]"
233,112,"[Row(movieId=47997, rating=12.754698753356934), Row(movieId=2290, rating=10.520492553710938), Row(movieId=1334, rating=10.452052116394043), Row(movieId=157296, rating=10.228384017944336), Row(movieId=3837, rating=10.107301712036133)]"
234,269,"[Row(movieId=3608, rating=8.622291564941406), Row(movieId=3852, rating=8.34581470489502), Row(movieId=8370, rating=8.313666343688965), Row(movieId=914, rating=8.257107734680176), Row(movieId=947, rating=8.242522239685059)]"
235,563,"[Row(movieId=3088, rating=5.275579929351807), Row(movieId=2398, rating=5.157588005065918), Row(movieId=3925, rating=4.892932891845703), Row(movieId=6620, rating=4.892312049865723), Row(movieId=932, rating=4.884149551391602)]"
236,327,"[Row(movieId=125, rating=11.097058296203613), Row(movieId=102903, rating=10.262365341186523), Row(movieId=4248, rating=9.303765296936035), Row(movieId=4450, rating=9.248522758483887), Row(movieId=122906, rating=8.856186866760254)]"
237,165,"[Row(movieId=3200, rating=5.572427272796631), Row(movieId=3429, rating=5.384944438934326), Row(movieId=1379, rating=5.300252914428711), Row(movieId=3503, rating=5.28800106048584), Row(movieId=26133, rating=5.2841997146606445)]"
238,366,"[Row(movieId=125, rating=8.325069427490234), Row(movieId=232, rating=7.974291801452637), Row(movieId=89904, rating=7.9604058265686035), Row(movieId=4248, rating=7.958482265472412), Row(movieId=3503, rating=7.874566078186035)]"
239,358,"[Row(movieId=3594, rating=8.859184265136719), Row(movieId=38388, rating=8.577088356018066), Row(movieId=7169, rating=8.380228042602539), Row(movieId=158872, rating=7.625118255615234), Row(movieId=4333, rating=7.55348014831543)]"
240,590,"[Row(movieId=905, rating=5.35549259185791), Row(movieId=3503, rating=5.065839767456055), Row(movieId=926, rating=4.963458061218262), Row(movieId=1178, rating=4.962106227874756), Row(movieId=3022, rating=4.898845672607422)]"
241,207,"[Row(movieId=194, rating=8.422470092773438), Row(movieId=1251, rating=8.137641906738281), Row(movieId=1237, rating=7.944443702697754), Row(movieId=6669, rating=7.652593612670898), Row(movieId=535, rating=7.621864318847656)]"
242,179,"[Row(movieId=3503, rating=6.3605875968933105), Row(movieId=1683, rating=6.176576137542725), Row(movieId=26133, rating=5.893096923828125), Row(movieId=4914, rating=5.8545074462890625), Row(movieId=39444, rating=5.708644866943359)]"
243,189,"[Row(movieId=2693, rating=7.877570629119873), Row(movieId=2672, rating=7.801346778869629), Row(movieId=1255, rating=7.321971416473389), Row(movieId=69784, rating=7.317449569702148), Row(movieId=48322, rating=7.068185806274414)]"
244,489,"[Row(movieId=3019, rating=5.6577606201171875), Row(movieId=3089, rating=5.641240119934082), Row(movieId=3594, rating=5.606112003326416), Row(movieId=2300, rating=5.550073623657227), Row(movieId=6993, rating=5.510275840759277)]"
